,state,product,square_ft,has_fire_alarm,has_burglar_alarm,portable_electronics,coast,fire_housing_proximity,previous_policies,user_age,card_type,label,number_of_na,grouped_postal_code,median_household_income
-9.04966e+18_-7.30068e+18,NJ,ho4,1473.9724802095689,True,False,True,1,1,0,21.790976244610672,credit,True,2,generall_postal_code,159512.9367758722
-8.97768e+18_5.59695e+18,TX,ho4,693.1693200747238,False,False,True,9,2,-1,28.901645737133904,debit,True,-1,77065,108557.96060144996
-9.1397e+18_2.43415e+18,CA,ho4,746.1456499038044,True,False,False,9,1,-1,58.575448806233524,credit,True,2,generall_postal_code,66355.11267487123
-9.02547e+18_-1.99162e+18,TX,ho4,1836.4193321974676,True,True,True,12,1,1,61.26223764810568,debit,True,-1,generall_postal_code,31793.91808093887
-8.80768e+18_8.68236e+18,NJ,ho4,1057.173952661615,True,False,True,2,1,2,17.630662663536206,credit,True,2,generall_postal_code,132157.49643895964
-9.03197e+18_2.23094e+18,CA,ho4,1331.5292316005296,False,False,False,7,1,-2,25.331893114722476,credit,True,0,generall_postal_code,103081.58189526307
-8.89337e+18_2.68648e+18,CA,ho4,1244.538639617732,False,False,False,6,2,-1,73.39227869658845,debit,True,-1,generall_postal_code,147479.02571569182
-8.90892e+18_3.75943e+18,NY,ho4,338.76824441560456,True,False,False,4,0,0,39.30403072512976,credit,True,0,generall_postal_code,61659.05140642286
-8.9138e+18_7.95622e+18,CA,ho4,673.1613469226817,True,False,False,8,1,1,23.010601318461937,credit,True,0,generall_postal_code,88727.6736642635
-8.89649e+18_-6.83949e+18,TX,ho4,410.8642789644002,True,False,True,10,-1,1,36.255635194521986,debit,True,0,generall_postal_code,87261.25832950106
-9.00129e+18_2.76836e+18,NJ,ho3,2686.327102642688,True,True,True,7,4,-2,72.9376412157307,debit,True,-1,generall_postal_code,50880.717706116055
-9.1397e+18_-1.8585e+18,NY,ho4,1376.3006500722522,True,False,False,4,0,0,26.73347211717992,debit,True,1,generall_postal_code,39774.314347395455
-8.94608e+18_-8.431e+18,WI,ho4,860.439590806027,True,True,True,4,2,0,37.07573616037608,debit,True,1,generall_postal_code,111103.64251997916
-8.89491e+18_5.00032e+18,IL,ho4,750.2194640381161,True,True,True,8,2,0,26.760562486263545,debit,True,1,generall_postal_code,79048.91488238783
-9.12353e+18_-7.20777e+18,CA,ho4,1206.1445383465748,True,True,False,3,1,-1,30.63345908475611,debit,True,-1,generall_postal_code,34118.6995037011
-8.79644e+18_-7.55545e+18,CA,ho4,982.8984163491159,False,False,False,12,2,-2,28.527479460809307,debit,True,3,generall_postal_code,71062.61331415808
-9.05845e+18_5.72676e+18,CA,ho4,1087.8504231824932,False,False,False,8,2,1,35.39989590665175,debit,True,2,generall_postal_code,77060.98890032445
-9.18436e+18_2.12857e+18,NJ,ho4,909.4688119096166,True,False,True,4,4,0,37.68343113019971,credit,True,2,generall_postal_code,107315.94988028267
-9.01344e+18_-8.57926e+18,TX,ho4,1014.4473701174692,True,True,True,11,0,-2,38.68104048694888,debit,True,0,generall_postal_code,47032.86207879761
-9.17044e+18_2.20008e+18,NY,ho4,806.3547536970215,False,False,False,2,0,0,34.697130164647476,debit,True,0,generall_postal_code,40736.51924744117
-8.89603e+18_9.60702e+17,CA,ho4,982.0691642806864,True,True,False,9,2,0,32.44558270832583,credit,True,0,generall_postal_code,25418.297251437718
-8.96804e+18_-6.25461e+18,NY,ho4,211.67476242412943,True,True,False,4,-1,-2,22.70637471536292,credit,True,2,generall_postal_code,69303.00676300545
-8.90206e+18_-4.43613e+18,CA,ho4,988.7040380017052,True,False,False,7,3,-2,23.89852654724862,debit,True,1,generall_postal_code,74966.69237279087
-8.97273e+18_-1.56873e+17,CA,ho4,1910.9361198170236,True,False,False,2,1,1,27.277963716251797,credit,True,1,generall_postal_code,76341.3440893658
-8.97867e+18_-9.66827e+17,TX,ho4,757.4474423224291,True,False,True,9,2,0,31.875172517181927,debit,True,0,generall_postal_code,133276.5860971591
-8.84592e+18_3.77826e+18,IL,ho4,257.6377051211388,True,False,True,5,-1,1,29.380914836062686,debit,True,-1,generall_postal_code,60141.25812992851
-9.01237e+18_-6.98263e+18,DC,ho4,803.5934128289637,True,False,True,9,3,-1,0.3306337236856365,debit,True,2,generall_postal_code,136602.39842925227
-8.84527e+18_4.73077e+18,TX,ho4,1174.4396537658693,True,False,False,12,-1,0,29.67484437616359,debit,True,2,generall_postal_code,62826.81010727819
-9.19523e+18_8.68208e+18,CA,ho4,1189.1933027485015,True,False,False,-1,-1,0,28.170700921268164,credit,True,3,generall_postal_code,76237.83653350367
-9.22045e+18_-5.79638e+18,PA,ho4,1614.1710388102726,False,False,True,12,-1,0,20.461292518682434,credit,True,0,generall_postal_code,50101.003069820625
-8.93749e+18_3.23694e+17,GA,ho4,672.1947197967683,True,False,True,12,1,-2,18.564406197431985,debit,True,1,generall_postal_code,29581.50446585424
-9.0741e+18_-3.3935e+18,NY,ho4,936.4559905450781,True,False,False,3,-1,-2,32.18201847086828,debit,True,0,generall_postal_code,11391.20849804844
-9.21461e+18_-8.99563e+17,NY,ho4,1451.3949965206618,True,False,False,1,1,1,16.36842954090782,debit,True,0,generall_postal_code,52200.878931506515
-8.89604e+18_-2.98989e+17,TX,ho4,954.7354566605128,False,False,False,10,2,1,29.431500345919368,debit,True,2,generall_postal_code,80641.41218303278
-9.14785e+18_8.43341e+18,TX,ho4,1371.7432560193063,True,False,True,12,1,-2,58.45397558183542,debit,True,1,generall_postal_code,67109.77237044959
-8.94579e+18_-3.38091e+18,IL,ho4,824.9696224501972,True,False,False,11,1,0,28.79837697042099,debit,True,0,generall_postal_code,65999.32773321017
-8.98495e+18_4.91622e+18,PA,ho4,2237.9787422842373,True,True,False,10,1,-1,11.370437867078383,debit,True,2,generall_postal_code,32759.656983245884
-8.90426e+18_-2.55194e+18,CA,ho4,1230.0509369602535,True,False,False,9,2,0,9.615510654822813,debit,True,2,generall_postal_code,95313.00945867033
-8.93294e+18_8.83692e+18,GA,ho4,1819.5086804024916,True,True,False,9,4,-2,47.49957985511448,debit,True,2,generall_postal_code,93336.3724996416
-8.88373e+18_6.69429e+18,MD,ho4,365.3064489028657,True,False,False,10,2,-1,36.57266152158114,debit,True,-1,generall_postal_code,71452.37928898376
-9.06265e+18_-8.55491e+18,TX,ho4,615.020161365449,False,False,True,11,2,-1,13.196303061935208,debit,True,0,generall_postal_code,78864.41099403189
-9.19147e+18_-5.61396e+18,CA,ho4,1160.5846781537957,True,False,False,7,2,-2,9.189427017048665,debit,True,0,generall_postal_code,-9149.214888670336
-8.80851e+18_4.31139e+18,MD,ho4,950.1842453526766,True,False,False,12,2,0,37.31862291390731,credit,True,-1,generall_postal_code,104508.30768769296
-9.0039e+18_5.73108e+18,CA,ho4,850.792216140551,True,False,False,5,-1,-1,42.68838647710403,credit,True,0,generall_postal_code,54599.077490402415
-9.11007e+18_3.67922e+18,NY,ho4,524.4267802407879,True,False,False,5,0,0,23.64372909342931,credit,True,0,generall_postal_code,84830.21068193899
-9.12939e+18_4.2535e+18,CA,ho4,2185.5699545367224,True,False,False,1,0,-2,29.594102386482568,credit,True,-1,generall_postal_code,154390.32250338048
-9.11751e+18_1.19836e+18,MI,ho4,1753.4541070393293,True,False,True,13,2,-1,29.93175073742372,debit,True,0,generall_postal_code,94418.92815049732
-8.90537e+18_4.79786e+18,MD,ho3,4808.327869618239,True,True,True,9,3,-2,34.214411947048994,debit,True,-1,generall_postal_code,139645.868493966
-9.0116e+18_8.88105e+18,CA,ho4,472.86147300106313,True,False,False,8,2,1,21.782850199253147,credit,True,-1,generall_postal_code,90001.88832573961
-8.84906e+18_3.34121e+18,CA,ho4,1179.5708224888062,True,True,False,2,1,0,18.240421284538485,debit,True,-1,generall_postal_code,24319.83430721587
-8.88063e+18_2.64314e+18,NY,ho4,912.4001354880415,True,True,False,2,2,0,25.824555296861313,credit,True,0,generall_postal_code,47084.92284504211
-9.07507e+18_2.37622e+18,CA,ho4,106.7381868215682,True,False,False,1,0,-1,26.90899627652618,debit,True,0,generall_postal_code,95626.94687642239
-9.19e+18_-1.68037e+18,CA,ho4,1140.109713046448,True,False,False,10,0,-2,55.06838873062871,debit,True,1,generall_postal_code,104554.1729529635
-9.11284e+18_9.11113e+18,NY,ho4,1051.3234132679966,True,False,False,12,5,-1,45.02032549316062,debit,True,2,generall_postal_code,61439.39078850403
-8.95504e+18_-5.60833e+18,GA,ho4,673.7259880452489,True,False,True,11,1,1,60.003326949397405,debit,True,1,generall_postal_code,108593.50513051104
-8.99298e+18_9.28188e+17,CA,ho4,1139.6796785313588,True,False,False,9,2,-1,54.86273542257409,debit,True,1,generall_postal_code,113206.90718295936
-9.11462e+18_8.27598e+18,TX,ho4,1304.4392725331961,False,True,True,12,4,0,18.775492434249912,debit,True,1,generall_postal_code,53406.803487731064
-9.04253e+18_1.69074e+18,IL,ho4,941.8286578587902,True,True,True,8,3,-1,32.89636192039858,debit,True,0,generall_postal_code,81625.667256052
-9.01186e+18_-6.81874e+18,CA,ho4,2077.3088754142714,True,False,False,10,5,1,46.46802317503838,prepaid,True,0,generall_postal_code,105244.4112853844
-8.81205e+18_5.58541e+18,TX,ho4,1499.6986803048273,False,False,True,12,4,-2,26.98884826357743,debit,True,0,generall_postal_code,93895.42796034703
-8.85383e+18_1.18657e+18,GA,ho4,586.2675146206777,True,True,True,12,3,-1,58.20370414170536,debit,True,0,generall_postal_code,103310.62853479512
-8.84098e+18_1.60021e+18,CA,ho4,853.0408541745487,True,False,False,10,1,-1,46.509405793639644,debit,True,0,generall_postal_code,34568.217291904046
-8.81316e+18_6.20591e+18,CA,ho4,385.77992175570216,True,False,False,6,2,1,20.225117369878312,debit,True,1,generall_postal_code,4447.406523186
-9.21281e+18_7.24985e+18,TX,ho4,1804.2398489300476,True,False,True,8,1,-2,45.700200224143884,prepaid,True,2,generall_postal_code,85638.43011550751
-9.21975e+18_7.07604e+18,CA,ho4,1521.1613471461171,False,False,False,1,0,1,30.879793138999684,debit,True,0,generall_postal_code,-4452.140872050251
-8.97376e+18_-3.86199e+18,IL,ho4,13.476552498947285,True,False,True,6,1,1,32.43803723075677,debit,True,2,generall_postal_code,69219.5430514716
-9.02725e+18_-1.98966e+18,CA,ho4,1005.5249516000885,True,False,False,8,3,1,44.386702309416634,debit,True,-1,generall_postal_code,135224.9686213446
-8.83363e+18_-1.61773e+17,CA,ho4,1689.8084236729774,True,True,False,7,1,-1,17.07873298679646,credit,True,1,generall_postal_code,25051.418829044036
-9.00726e+18_-2.61789e+18,NY,ho4,686.2693186544732,True,False,False,3,0,-1,33.81144123447827,debit,True,-1,generall_postal_code,75356.12382099274
-9.1853e+18_-1.64579e+18,OH,ho4,800.6979335229312,True,False,True,13,0,1,30.669393275330734,credit,True,0,generall_postal_code,18054.485755221256
-8.82213e+18_3.12656e+18,CA,ho4,-33.14177135008754,True,False,False,2,2,1,22.449240001544666,credit,True,1,generall_postal_code,21175.338359562214
-9.04346e+18_-6.33788e+18,TX,ho4,1331.6582998363372,True,True,True,9,1,-1,47.37681814647891,debit,True,0,generall_postal_code,129771.57119447361
-9.17671e+18_-6.33805e+17,TX,ho4,544.5280222377158,False,False,True,12,2,0,13.044606041818136,debit,True,2,generall_postal_code,94072.97635060355
-8.80708e+18_5.64944e+18,NJ,ho4,926.4912862246038,False,False,True,5,3,1,26.707502507692222,credit,True,2,generall_postal_code,7413.305836847001
-8.88226e+18_-7.37355e+17,OH,ho4,327.88976861632466,True,False,True,12,2,-1,42.780100430719365,debit,True,0,generall_postal_code,78902.40214191642
-8.80215e+18_-3.46755e+18,CA,ho4,1623.0931921449787,True,False,False,10,0,1,60.217643008981476,debit,True,2,generall_postal_code,23102.426111937748
-8.89486e+18_8.18274e+18,TX,ho4,971.5702674208819,True,False,True,10,2,-1,25.51626814594049,debit,True,0,generall_postal_code,90838.93898563033
-9.20859e+18_-8.68954e+18,CA,ho4,1548.8554765220365,True,False,False,9,-1,1,39.395339059985325,debit,True,-1,generall_postal_code,4718.672224340022
-9.0766e+18_9.12628e+17,OR,ho4,717.9588842314643,True,False,True,12,3,1,23.3711795703773,credit,True,0,generall_postal_code,36908.029489793495
-9.00012e+18_4.00897e+18,CA,ho3,2326.5252527551615,True,True,False,9,4,1,38.321247853259486,debit,True,0,generall_postal_code,125460.059232904
-8.80049e+18_-7.68074e+18,OH,ho4,809.0502842000708,True,False,True,10,1,1,46.625511665907595,debit,True,1,generall_postal_code,75072.52251969189
-9.17063e+18_7.10366e+17,TX,ho4,1588.2302923014224,True,False,False,12,0,-2,76.87749300767146,debit,True,0,75203,52423.64305738744
-9.11239e+18_4.14329e+18,TX,ho4,1788.2629885182373,True,False,True,9,-1,1,33.75012131558197,debit,True,1,generall_postal_code,81807.03159913808
-9.13009e+18_5.34425e+18,OH,ho4,1441.3638801147445,True,False,True,10,3,1,20.258843322921443,debit,True,0,generall_postal_code,-1993.140520890658
-9.09574e+18_9.16605e+18,IL,ho4,101.77480231000243,False,False,True,7,2,0,23.52742725049224,debit,True,-1,generall_postal_code,105469.02243399443
-8.81502e+18_-3.37818e+18,NY,ho4,650.550577408605,True,True,False,5,-1,-1,26.786925103785688,debit,True,2,generall_postal_code,114988.4929623614
-8.84926e+18_1.25019e+18,TX,ho4,517.750947323864,True,False,True,10,-1,0,24.27927086775943,debit,True,0,generall_postal_code,91811.55717604264
-9.10211e+18_-2.30522e+18,CA,ho4,1843.9976608290622,True,False,False,7,0,0,38.2799898465733,debit,True,2,generall_postal_code,60314.734019754775
-9.14816e+18_-7.30087e+18,CA,ho4,1614.8867732219387,True,False,False,4,0,-1,18.92304956253306,debit,True,1,generall_postal_code,59821.17087001416
-9.14836e+18_-6.23634e+18,NY,ho4,1123.2775332222818,True,False,False,7,1,-1,41.11836196786669,debit,True,3,generall_postal_code,96788.4583997429
-9.22163e+18_8.60379e+18,OH,ho4,687.8950567051692,True,False,True,11,4,0,39.22660924235029,credit,True,3,generall_postal_code,96370.2961686762
-9.13982e+18_-8.89487e+18,CA,ho4,1130.6187803341268,True,True,False,6,2,0,42.842005410016036,credit,True,-1,generall_postal_code,132512.09704759152
-8.82968e+18_9.47642e+17,TX,ho4,1063.6258064943515,True,False,True,11,0,1,11.096482984565986,debit,True,1,generall_postal_code,48458.83794109533
-9.13426e+18_9.21766e+18,CA,ho4,2575.4145019155258,False,False,False,2,-1,1,42.08721915378242,credit,True,0,generall_postal_code,57618.25768790748
-9.12918e+18_5.14645e+18,NY,ho4,1704.43934744142,False,False,False,4,1,-2,33.76311399996713,credit,True,-1,generall_postal_code,122329.87331673235
-8.9727e+18_2.87445e+18,GA,ho4,949.8436459303107,True,True,True,11,2,-1,41.535697784738915,debit,True,1,generall_postal_code,-3651.6576745763377
-9.01598e+18_5.52729e+18,WI,ho4,749.0558057485503,True,False,True,3,0,0,24.559684542324877,debit,True,0,generall_postal_code,93216.3946398075
-8.99508e+18_-5.39668e+18,TX,ho4,898.596933545223,False,False,False,9,2,-2,25.43080512249983,debit,True,2,generall_postal_code,55029.643902484386
-8.89087e+18_-4.47596e+18,NY,ho4,958.9177760548273,False,False,False,3,1,0,32.22737910365197,debit,True,0,generall_postal_code,-4995.5609298470445
-9.14265e+18_-1.67254e+18,NV,ho4,2803.025877102399,True,False,True,12,0,-1,43.523130845463676,credit,True,1,generall_postal_code,78152.60881603404
-8.95942e+18_3.25426e+18,CA,ho4,938.8605249461041,True,False,False,6,-1,-2,10.83031715142057,credit,True,1,generall_postal_code,35470.91329305014
-9.04095e+18_6.92345e+18,TX,ho4,678.5032893498978,True,True,True,8,0,1,15.585531029807747,credit,True,0,generall_postal_code,44471.10918960224
-9.10935e+18_-3.90195e+17,CA,ho4,1762.8839067049882,False,False,False,10,1,-2,16.520859052392154,debit,True,2,generall_postal_code,38781.174934547445
-9.10434e+18_5.04297e+18,NY,ho4,909.9955074384839,True,False,False,4,-1,0,37.106853414645194,debit,True,0,generall_postal_code,80246.70234081827
-8.83502e+18_-1.13531e+18,TX,ho4,1987.0971463080384,True,False,False,11,0,1,50.941792708263975,debit,True,2,generall_postal_code,77330.90560493285
-8.83746e+18_-7.901e+18,MD,ho4,457.51868295852177,True,True,False,12,3,-2,26.81693164735521,debit,True,1,generall_postal_code,74565.40251148895
-9.11278e+18_-2.86173e+17,NY,ho4,763.454848690045,False,False,False,5,1,2,33.77773125308801,debit,True,0,generall_postal_code,44728.321821575024
-8.89899e+18_-2.82279e+18,TX,ho4,1406.5893698383904,True,False,True,10,0,-1,35.11879440051641,debit,True,0,generall_postal_code,72053.20355119076
-9.12027e+18_-5.2637e+17,NY,ho4,874.8209345185576,False,False,False,5,0,-2,24.63479574046868,debit,True,1,generall_postal_code,86840.56763937167
-9.02622e+18_1.45668e+18,NY,ho4,687.2629632869439,True,False,False,4,0,1,31.204612192593583,debit,True,1,generall_postal_code,8346.673501588586
-8.85183e+18_3.85169e+18,CA,ho4,1170.1889562438346,True,False,False,3,-1,-1,28.39512110563041,credit,True,2,generall_postal_code,66707.46052458137
-8.86142e+18_-1.3946e+18,TX,ho4,659.7437428107952,True,False,False,12,-1,0,44.12797078016223,credit,True,-1,generall_postal_code,69715.13908932754
-9.05401e+18_-7.3111e+18,PA,ho4,2727.3370470099717,True,False,False,12,5,-2,39.066251722189726,debit,True,2,generall_postal_code,28926.95075026911
-8.80021e+18_-5.38008e+18,OH,ho4,1684.7209429378909,False,False,True,13,4,-2,31.270186177895898,debit,True,3,generall_postal_code,81589.48760974497
-8.98122e+18_-1.65453e+18,CA,ho4,1660.6428808613127,True,True,False,10,2,1,25.287331801874597,debit,True,0,generall_postal_code,133848.2337717001
-8.87397e+18_-5.12097e+18,TX,ho4,1493.4867171274411,False,False,False,12,1,1,24.06150287426761,debit,True,-1,generall_postal_code,52455.41054108814
-8.94574e+18_-5.78003e+18,NJ,ho6,1923.2219834278594,True,True,True,6,3,-1,41.09302236358405,debit,True,-2,generall_postal_code,27057.57449165381
-8.97288e+18_4.13432e+18,TX,ho4,1393.1022410742396,True,False,True,8,0,1,37.07409065512491,debit,True,0,generall_postal_code,65873.95663447025
-8.81502e+18_8.67288e+18,NY,ho4,1130.9801313704575,True,True,False,3,1,-2,13.525106129825375,debit,True,2,generall_postal_code,59314.164027871084
-8.81681e+18_3.97478e+18,TX,ho4,1738.4083059467252,True,False,True,10,0,-1,24.725258144150757,debit,True,2,generall_postal_code,52505.194021500756
-9.20574e+18_5.12722e+18,CA,ho4,1132.1411043825483,True,False,False,6,0,1,11.02075441318826,debit,True,0,generall_postal_code,70859.8312006369
-8.86352e+18_2.63736e+17,TX,ho4,953.7843152286823,True,True,True,11,0,-2,31.768667354955053,credit,True,2,generall_postal_code,53516.53947574715
-9.16178e+18_-2.52904e+18,NY,ho4,1354.363939121833,True,False,False,7,2,0,21.44606804377811,debit,True,2,generall_postal_code,30468.55055223867
-9.17817e+18_-6.39372e+18,NY,ho4,1003.214204354238,False,False,False,5,1,0,25.545144357602787,credit,True,2,generall_postal_code,95891.80225508977
-9.03889e+18_4.21076e+18,IL,ho4,1051.741443298364,True,True,True,8,-1,0,40.67098150908391,credit,True,-1,generall_postal_code,91030.45062498325
-9.14251e+18_1.14228e+18,CA,ho4,915.7018917666865,True,False,False,11,2,-1,23.47862793292387,debit,True,0,generall_postal_code,15346.437879306337
-9.13833e+18_-4.96683e+18,CA,ho4,870.7905685159108,True,False,False,4,0,-1,46.76484134389985,debit,True,0,generall_postal_code,116182.3380382551
-9.14355e+18_-5.31102e+18,CA,ho4,1280.5336390283464,False,False,False,2,0,1,35.77631594740321,credit,True,-1,generall_postal_code,40172.06679221909
-8.93175e+18_2.49949e+18,IL,ho4,705.522016187816,True,False,True,9,2,-1,75.52363365617944,debit,True,2,generall_postal_code,67286.2329406989
-8.85529e+18_5.62124e+18,NY,ho4,1256.4971675992524,True,False,False,3,-1,0,24.222458270203234,debit,True,-1,generall_postal_code,35526.5867858223
-9.03184e+18_2.4407e+18,CA,ho4,1466.32707180425,True,False,False,10,3,-2,48.37136743870097,debit,True,-1,generall_postal_code,88957.35370097597
-8.94926e+18_1.03678e+18,NY,ho4,1212.6077265655865,True,False,False,6,1,-2,23.827627187015455,credit,True,2,generall_postal_code,67335.7490686578
-9.0042e+18_2.7461e+18,AZ,ho4,271.3359110961411,False,False,True,13,-1,-1,23.138336376120318,debit,True,1,generall_postal_code,19007.016421870594
-9.18218e+18_9.17152e+18,NY,ho6,1302.694080810937,True,False,False,0,-1,1,36.525091318512786,credit,True,-2,generall_postal_code,97582.87882431406
-9.08244e+18_-5.85473e+18,CA,ho4,1431.182542867987,True,True,False,4,2,-1,30.91855775340138,credit,True,2,generall_postal_code,100461.24089371969
-9.22262e+18_1.48373e+18,PA,ho4,2671.5002183807437,True,False,True,10,3,0,30.145504807789745,credit,True,2,generall_postal_code,79897.18406498033
-9.12043e+18_-5.90665e+18,GA,ho4,1576.7752939679942,True,False,False,11,1,0,14.424511047483389,credit,True,-1,generall_postal_code,48055.72539900812
-8.81124e+18_-1.54641e+18,IL,ho4,468.23487568195213,False,False,True,9,1,0,16.424254600229737,credit,True,-1,generall_postal_code,71097.65468661717
-8.95636e+18_2.67165e+18,CA,ho4,2383.545282702655,False,False,False,12,0,-1,40.02062366293816,debit,True,1,generall_postal_code,109254.78236872099
-9.13849e+18_-8.9518e+18,NY,ho4,875.0734575988176,True,False,False,6,2,-2,31.279352107497907,debit,True,0,generall_postal_code,62505.99440719756
-8.96957e+18_-3.63511e+18,CA,ho4,3486.141601899358,True,False,False,9,2,-2,30.706950639461713,debit,True,0,generall_postal_code,89608.69869818175
-8.90983e+18_-4.06455e+18,CA,ho4,639.930066119074,True,False,False,4,1,-1,31.396466444035653,credit,True,1,generall_postal_code,129094.10507502398
-8.88362e+18_8.81872e+18,CA,ho4,2501.0026716623534,False,False,False,8,0,-2,58.089640016166555,debit,True,2,generall_postal_code,101154.2473370241
-9.16794e+18_5.7056e+18,TX,ho4,918.6910213899971,True,False,True,9,2,1,48.6844412724037,debit,True,-1,generall_postal_code,37095.45235965666
-9.2046e+18_-1.69447e+18,CA,ho4,930.5545298691728,True,False,False,1,3,-2,20.60462705730334,debit,True,0,generall_postal_code,72539.93375998783
-8.88197e+18_-1.41449e+16,GA,ho4,943.6177541184151,False,False,False,11,5,-1,18.267753311218012,debit,True,2,generall_postal_code,36717.9998171871
-9.09333e+18_3.88557e+18,PA,ho4,2060.6539765678663,True,False,True,11,1,-1,70.26845599545555,debit,True,0,generall_postal_code,62143.15195151455
-9.01639e+18_6.17258e+18,TX,ho4,1968.3313672446657,True,False,True,11,1,-2,39.69296867689978,debit,True,2,generall_postal_code,33472.41577676761
-8.85995e+18_7.46945e+18,NY,ho4,1080.8423820826997,True,False,False,2,2,1,36.66779571564625,credit,True,0,generall_postal_code,64256.299386534316
-8.9384e+18_8.38647e+18,NY,ho4,260.178691503512,True,False,False,9,2,-2,54.39115709281496,debit,True,0,generall_postal_code,95508.83361183011
-8.86312e+18_-8.2204e+18,TX,ho4,1337.9657061358116,False,False,True,11,0,-2,24.58011084543875,debit,True,-1,75203,67606.83208913472
-9.18084e+18_4.86792e+18,CA,ho4,1974.4831820121126,True,False,False,1,2,1,26.526403601046155,debit,True,0,generall_postal_code,70550.49679163679
-9.17454e+18_-2.14237e+18,CA,ho4,1175.8162757670398,False,False,False,7,5,1,36.58940166200191,debit,True,-1,91302,154199.73602953154
-8.97756e+18_-8.32792e+17,TX,ho4,492.4292620887286,True,False,True,9,1,-2,33.62361636856733,credit,True,-1,generall_postal_code,110229.93471815721
-8.9302e+18_-1.27793e+18,TX,ho4,1156.8063105077968,False,False,True,9,0,0,20.390548496349005,debit,True,0,generall_postal_code,19993.38681244427
-8.80893e+18_-9.10315e+18,PA,ho4,1182.8960244005184,True,False,False,12,1,0,39.5908012605924,credit,True,2,generall_postal_code,79730.35546464412
-8.97195e+18_4.93818e+18,TX,ho4,929.6233919653035,True,False,True,9,7,-2,31.767699354941946,debit,True,2,generall_postal_code,111006.6024638807
-8.9673e+18_8.62458e+18,TX,ho4,1118.5612024535185,True,False,True,9,2,-2,34.4254870766209,debit,True,0,generall_postal_code,121305.98836884779
-8.89839e+18_5.88872e+18,OH,ho4,1292.2057202637936,False,False,True,13,6,-2,25.913421745689618,debit,True,1,generall_postal_code,78050.92043379584
-9.0725e+18_-6.77561e+18,TX,ho4,952.9649878532782,True,False,True,11,1,-1,38.25404635697308,debit,True,2,generall_postal_code,97931.07262366047
-9.11752e+18_-7.7746e+18,TX,ho4,173.744544802949,True,False,True,10,1,0,8.671207415094209,debit,True,0,generall_postal_code,88251.09097887154
-8.87605e+18_1.26575e+18,TX,ho6,1755.167860763943,True,True,True,12,2,1,40.42256160321327,debit,True,-1,generall_postal_code,-927.4069753000949
-9.07551e+18_4.33907e+17,TX,ho4,1126.8873826072572,True,False,False,11,1,-2,30.654814861835714,debit,True,2,generall_postal_code,-1576.2339749843377
-9.12919e+18_-8.60204e+18,CA,ho4,921.2886446797502,True,False,False,9,0,0,12.040248296824831,prepaid,True,-1,generall_postal_code,47578.38055703291
-8.99317e+18_4.69295e+17,NJ,ho4,661.4436267216282,False,False,False,10,1,1,50.99932815297286,debit,True,1,generall_postal_code,50712.93147339334
-9.02774e+18_5.4439e+18,NY,ho4,1534.81264487207,False,False,False,4,1,-2,23.031670985489455,debit,True,0,generall_postal_code,54158.35383711058
-9.20022e+18_1.61022e+18,NJ,ho6,40.22826238392349,True,False,True,7,3,1,29.71024503557659,credit,True,0,generall_postal_code,57633.82599872499
-9.1755e+18_5.96354e+18,TX,ho4,1513.2976070424156,False,False,True,10,2,1,24.940661450552703,debit,True,1,generall_postal_code,95682.53647833128
-9.1915e+18_8.65374e+18,TX,ho4,758.0802210302415,False,False,False,10,0,0,13.666734506348279,debit,True,0,generall_postal_code,21336.956068542655
-8.80009e+18_-6.87049e+18,CA,ho4,1853.1567317673728,True,False,False,7,-1,-2,28.148166435519702,debit,True,1,generall_postal_code,89502.63486453582
-8.85087e+18_4.21428e+18,CA,ho4,1791.843552120151,True,False,False,3,3,1,33.93571981284901,credit,True,2,generall_postal_code,51350.43061480448
-8.8177e+18_8.19002e+18,NY,ho4,1032.7595997288413,True,False,False,3,0,-1,25.88850553088653,debit,True,1,generall_postal_code,-10674.648566604468
-8.83385e+18_8.45417e+18,OR,ho4,372.10276754759934,True,False,True,12,3,1,34.01232514700261,credit,True,0,generall_postal_code,83452.22465873041
-9.22126e+18_5.49996e+18,GA,ho4,2051.7835938593657,True,True,True,11,1,0,27.12357244016202,debit,True,1,generall_postal_code,29731.258732872906
-8.88162e+18_7.23967e+18,TX,ho4,111.1654986798859,False,False,True,12,4,-1,47.55670306959057,debit,True,2,77065,46994.46021162119
-8.85605e+18_2.64489e+18,NY,ho4,571.7918149729448,True,False,False,3,-1,-2,50.0800541129464,credit,True,3,generall_postal_code,98077.41788704501
-9.04715e+18_3.54248e+18,NY,ho4,821.9837667361576,False,False,False,5,2,-2,27.955349781916482,debit,True,3,generall_postal_code,49710.80278339595
-8.80708e+18_1.30518e+18,NJ,ho4,750.643718208653,False,False,True,2,3,-2,26.463999012374767,credit,True,0,generall_postal_code,69818.74730508459
-9.12019e+18_-8.64335e+18,AZ,ho4,978.2603610027058,False,False,True,13,3,-1,22.174369580459995,debit,True,2,generall_postal_code,92623.70882672844
-9.1915e+18_-6.84314e+18,MI,ho4,2477.593868632961,True,False,True,12,3,-1,22.816695844971633,debit,True,2,generall_postal_code,15268.555595981357
-8.86512e+18_-4.16813e+18,TX,ho4,1112.115328193223,False,True,True,12,2,-2,33.52286526819221,debit,True,2,generall_postal_code,56998.39602490456
