,state,product,square_ft,has_fire_alarm,has_burglar_alarm,portable_electronics,coast,fire_housing_proximity,previous_policies,user_age,card_type,label,number_of_na,median_household_income
-8.94131e+18_-1.99228e+17,NJ,ho4,915.75,True,False,1.0,10.0,4,1,25.0,credit,False,1,61084.0
-8.85873e+18_-2.16116e+18,NJ,ho4,915.75,False,False,0.0,30.0,4,0,57.0,debit,False,1,57460.0
-8.87709e+18_5.06185e+16,NJ,ho4,915.75,True,False,1.0,1.0,3,0,21.0,credit,False,1,113898.0
-8.98512e+18_-4.02995e+18,NJ,ho4,1230.0,True,False,1.0,3.0,3,0,31.0,debit,False,1,51197.0
-9.22139e+18_-5.25879e+18,NJ,ho4,915.75,True,False,1.0,1.0,3,0,34.0,credit,False,1,113898.0
-8.99718e+18_8.82748e+18,NJ,ho4,915.75,False,False,0.0,30.0,3,0,33.0,debit,False,1,54736.0
-9.05561e+18_3.58092e+18,NJ,ho4,915.75,True,False,0.0,30.0,4,1,26.0,credit,False,1,78609.0
-9.16958e+18_-5.58771e+18,NJ,ho4,1403.0,False,False,1.0,5.0,2,1,32.0,credit,False,1,84841.0
-8.99171e+18_-3.61961e+18,NJ,ho4,915.75,True,False,0.0,1.0,3,1,41.0,credit,False,1,49453.0
-8.89891e+18_-1.6443e+18,NJ,ho3,2644.0,False,False,0.0,20.0,3,0,50.0,credit,False,0,136250.0
-8.8665e+18_8.50505e+18,NJ,ho4,915.75,True,False,0.0,10.0,5,0,24.0,debit,False,1,75913.0
-8.83192e+18_-6.94784e+18,NJ,ho4,915.75,True,False,1.0,10.0,4,0,27.0,credit,False,1,61084.0
-8.94884e+18_-8.5938e+18,NJ,ho4,915.75,False,False,0.0,30.0,4,3,28.0,debit,False,1,50262.0
-8.81667e+18_7.07324e+18,NJ,ho4,915.75,True,True,0.0,30.0,3,0,28.0,debit,False,1,92826.0
-8.87711e+18_7.22808e+17,NJ,ho4,915.75,True,False,1.0,1.0,3,0,40.0,credit,False,1,113898.0
-9.05249e+18_-3.40119e+18,NJ,ho3,1726.0,False,True,0.0,15.0,3,1,58.0,debit,False,0,110745.0
-9.0497e+18_1.23937e+18,NJ,ho4,915.75,True,False,0.0,2.0,3,0,31.0,credit,False,1,113898.0
-9.17778e+18_6.56132e+18,NJ,ho4,667.0,True,False,0.0,20.0,4,0,47.0,debit,False,1,98883.0
-8.83057e+18_4.99063e+16,NJ,ho4,875.5,True,False,1.0,3.0,2,1,36.0,credit,False,1,127523.0
-8.94986e+18_7.6837e+18,NJ,ho4,667.0,True,False,0.0,20.0,4,0,22.0,debit,False,1,98883.0
-8.83887e+18_-1.01365e+18,NJ,ho4,915.75,True,False,0.0,2.0,3,1,41.0,credit,False,1,113898.0
-9.1821e+18_-8.90026e+18,NJ,ho4,915.75,False,False,1.0,2.0,3,0,28.0,credit,False,1,45870.0
-9.03642e+18_-3.87756e+18,NJ,ho4,915.75,True,True,1.0,2.0,3,0,59.0,credit,False,1,113898.0
-8.87174e+18_6.36117e+18,NJ,ho4,915.75,True,False,0.0,30.0,4,0,22.0,credit,False,1,106035.0
-9.15166e+18_-7.49988e+18,NJ,ho4,915.75,True,False,0.0,20.0,5,1,44.0,credit,False,1,125417.0
-9.15318e+18_-8.85781e+18,NJ,ho4,915.75,True,False,1.0,1.0,3,1,37.5,debit,False,2,49453.0
-9.16092e+18_8.79053e+18,NJ,ho4,915.75,True,True,1.0,2.0,3,0,27.0,credit,False,1,113898.0
-8.84067e+18_-3.88219e+18,NJ,ho4,915.75,True,False,0.0,2.0,3,0,30.0,credit,False,1,147357.0
-8.85715e+18_-5.49278e+17,NJ,ho4,667.0,True,False,1.0,20.0,4,0,28.0,credit,False,1,98883.0
-8.84208e+18_8.8906e+17,NJ,ho4,915.75,False,False,0.0,2.0,3,0,22.0,credit,False,1,45870.0
-8.97855e+18_6.9555e+18,NJ,ho4,915.75,True,False,0.0,0.0,5,0,62.0,credit,False,1,82047.0
-8.95075e+18_2.39692e+18,NJ,ho4,915.75,False,False,0.0,30.0,4,0,28.0,credit,False,1,95537.0
-9.21173e+18_5.53124e+18,NJ,ho4,915.75,True,False,1.0,30.0,3,0,47.0,debit,False,1,92826.0
-9.13278e+18_4.54594e+18,NJ,ho4,915.75,True,False,1.0,10.0,4,0,25.0,credit,False,1,61084.0
-9.09195e+18_4.2727e+17,NJ,ho4,915.75,True,False,1.0,2.0,3,0,42.0,debit,False,1,113898.0
-9.17489e+18_6.81622e+18,NJ,ho4,915.75,True,False,0.0,2.0,4,1,27.0,credit,False,1,83389.0
-8.94109e+18_2.05261e+18,NJ,ho3,1828.0,True,True,1.0,20.0,3,0,36.0,credit,False,0,173929.0
-8.91337e+18_-2.02675e+18,NJ,ho4,875.5,False,False,1.0,3.0,2,0,39.0,debit,False,1,127523.0
-9.02396e+18_3.42893e+18,NJ,ho4,915.75,True,False,0.0,5.0,3,0,27.0,credit,False,1,60869.0
-8.92491e+18_7.95764e+17,NJ,ho4,915.75,True,False,1.0,2.0,3,0,24.0,credit,False,1,113898.0
-8.83225e+18_-2.00952e+18,NJ,ho3,2288.0,True,True,1.0,15.0,5,0,48.0,debit,False,0,46862.0
-9.07737e+18_4.31006e+18,NJ,ho4,915.75,True,False,1.0,2.0,3,0,32.0,credit,False,1,147357.0
-9.05257e+18_-1.91481e+18,NJ,ho4,915.75,False,False,1.0,1.0,3,0,27.0,credit,False,1,113898.0
-9.02745e+18_-7.50326e+18,NJ,ho4,915.75,True,False,1.0,25.0,4,0,35.0,credit,False,1,91324.0
-9.11436e+18_-6.49055e+18,NJ,ho4,915.75,True,False,1.0,2.0,3,0,30.0,credit,False,1,147357.0
-8.97392e+18_-5.74796e+18,NJ,ho4,1200.0,True,False,0.0,15.0,5,0,87.0,debit,False,1,38212.0
-9.04966e+18_-7.30068e+18,NJ,ho4,915.75,True,False,1.0,2.0,3,0,28.0,credit,True,1,113898.0
-8.92873e+18_4.39786e+16,NJ,ho4,915.75,True,False,1.0,2.0,3,1,46.0,credit,False,1,147357.0
-9.16492e+18_8.96236e+17,NJ,ho4,915.75,True,False,1.0,2.0,3,0,32.0,debit,False,1,45870.0
-8.96141e+18_-3.49399e+18,NJ,ho4,915.75,False,False,0.0,10.0,4,0,27.0,credit,False,1,89617.0
-9.02625e+18_4.44536e+18,NJ,ho4,875.5,True,False,0.0,3.0,2,0,24.0,credit,False,1,127523.0
-8.98305e+18_7.53254e+18,NJ,ho4,915.75,True,True,1.0,1.0,3,0,36.0,credit,False,1,113898.0
-8.86223e+18_-3.11852e+18,NJ,ho4,1915.0,True,False,1.0,10.0,2,0,24.0,debit,False,1,42335.0
-9.13235e+18_6.48511e+18,NJ,ho4,915.75,False,False,1.0,10.0,2,1,36.0,debit,False,1,51509.0
-8.88594e+18_-7.39554e+18,NJ,ho4,915.75,True,False,1.0,15.0,3,1,34.0,credit,False,1,90555.0
-9.06574e+18_-5.20919e+18,NJ,ho4,915.75,True,True,0.0,2.0,3,1,34.0,credit,False,1,147357.0
-9.01852e+18_2.59351e+17,NJ,ho4,915.75,True,False,1.0,1.0,3,0,29.0,credit,False,1,113898.0
-8.97381e+18_6.28986e+18,NJ,ho4,915.75,True,True,1.0,10.0,4,0,31.0,credit,False,1,61084.0
-9.07893e+18_-7.80823e+18,NJ,ho4,915.75,True,True,1.0,1.0,3,0,27.0,credit,False,1,113898.0
-9.13633e+18_-7.91891e+18,NJ,ho4,915.75,True,False,0.0,10.0,3,0,45.0,debit,False,1,125036.0
-8.89071e+18_6.35283e+18,NJ,ho4,915.75,True,False,0.0,1.0,3,0,40.0,debit,False,1,113898.0
-9.02765e+18_4.6566e+17,NJ,ho4,915.75,True,True,1.0,25.0,5,0,31.0,credit,False,1,200049.0
-9.0859e+18_-5.08292e+18,NJ,ho4,915.75,True,False,0.0,25.0,4,2,35.0,credit,False,1,90355.0
-8.95259e+18_4.40369e+18,NJ,ho4,915.75,False,False,0.0,2.0,3,0,29.0,credit,False,1,147357.0
-9.21876e+18_8.46876e+18,NJ,ho4,915.75,False,False,1.0,10.0,5,0,27.0,credit,False,1,61084.0
-9.18951e+18_-4.12775e+18,NJ,ho4,915.75,False,False,1.0,1.0,3,0,30.0,credit,False,1,113898.0
-9.21064e+18_-1.03178e+18,NJ,ho4,915.75,True,False,1.0,2.0,3,0,26.0,credit,False,1,147357.0
-8.92467e+18_7.62712e+18,NJ,ho4,915.75,True,False,1.0,1.0,3,0,37.0,credit,False,1,113898.0
-9.20713e+18_-1.81137e+18,NJ,ho4,915.75,False,False,0.0,10.0,3,0,28.0,credit,False,1,24353.0
-8.90772e+18_-7.8868e+18,NJ,ho4,915.75,True,False,1.0,30.0,4,0,27.0,credit,False,1,49303.0
-9.18436e+18_-8.12363e+18,NJ,ho4,915.75,True,False,1.0,4.0,4,1,30.0,credit,False,1,99825.0
-9.05608e+18_7.68647e+18,NJ,ho4,915.75,True,False,1.0,10.0,4,0,27.0,debit,False,1,38413.0
-8.85075e+18_-1.65928e+18,NJ,ho4,915.75,False,False,1.0,10.0,4,0,19.0,debit,False,1,89617.0
-9.13623e+18_1.19555e+18,NJ,ho4,875.5,True,False,1.0,3.0,2,0,23.0,debit,False,1,127523.0
-8.94172e+18_-4.92643e+17,NJ,ho4,915.75,True,False,1.0,1.0,3,0,26.0,debit,False,1,49453.0
-9.03106e+18_-4.28345e+18,NJ,ho4,915.75,True,False,1.0,10.0,3,1,25.0,credit,False,1,69932.0
-9.17479e+18_1.60764e+18,NJ,ho4,915.75,True,True,1.0,1.0,3,0,25.0,debit,False,1,113898.0
-9.07503e+18_-7.71706e+18,NJ,ho4,2288.0,True,False,1.0,15.0,5,0,30.0,debit,False,1,46862.0
-9.05928e+18_4.81877e+18,NJ,ho4,1230.0,True,True,0.0,3.0,3,0,32.0,credit,False,1,51197.0
-8.83516e+18_-7.23557e+18,NJ,ho4,915.75,False,False,1.0,25.0,5,0,24.0,credit,False,1,120095.0
-8.95585e+18_-4.04524e+17,NJ,ho4,1915.0,False,False,1.0,10.0,2,0,22.0,debit,False,1,42335.0
-9.05829e+18_-4.39631e+17,NJ,ho6,1200.0,False,False,0.0,15.0,5,0,63.0,credit,False,1,38212.0
-9.00181e+18_7.33201e+17,NJ,ho4,915.75,True,False,1.0,30.0,3,0,23.0,debit,False,1,20529.0
-8.93273e+18_-3.53866e+18,NJ,ho4,915.75,False,False,1.0,2.0,3,0,28.0,credit,False,1,113898.0
-9.05687e+18_5.31858e+18,NJ,ho4,915.75,True,False,1.0,30.0,4,0,42.0,debit,False,1,54460.0
-8.85624e+18_3.55626e+17,NJ,ho4,915.75,True,True,0.0,2.0,3,0,21.0,credit,False,1,113898.0
-8.95458e+18_1.0859e+18,NJ,ho4,1466.0,False,False,1.0,15.0,5,0,29.0,debit,False,1,88512.0
-8.94407e+18_5.44587e+18,NJ,ho6,1466.0,True,False,1.0,15.0,3,0,30.0,credit,False,0,88512.0
-8.94714e+18_-7.93498e+18,NJ,ho4,915.75,True,False,1.0,15.0,1,0,22.0,credit,False,1,59277.0
-9.06697e+18_-3.14263e+18,NJ,ho4,915.75,True,False,0.0,1.0,3,2,30.0,credit,False,1,113898.0
-8.81466e+18_4.16233e+18,NJ,ho4,915.75,True,False,1.0,2.0,3,0,24.0,credit,False,1,113898.0
-8.89857e+18_4.39547e+18,NJ,ho4,915.75,True,True,1.0,2.0,3,0,24.0,debit,False,1,113898.0
-9.17382e+18_7.69424e+18,NJ,ho4,667.0,False,False,1.0,20.0,4,1,32.0,debit,False,1,98883.0
-9.02379e+18_-8.32227e+18,NJ,ho6,1230.0,True,False,1.0,2.0,3,0,28.0,credit,False,0,51197.0
-9.20125e+18_-8.02936e+18,NJ,ho4,915.75,True,False,1.0,25.0,5,0,25.0,debit,False,1,135975.0
-9.1586e+18_5.91307e+17,NJ,ho3,2620.0,False,False,1.0,10.0,8,0,65.0,debit,False,0,63724.0
-9.19727e+18_2.43553e+18,NJ,ho4,915.75,True,False,0.0,1.0,3,1,36.0,credit,False,1,113898.0
-9.20022e+18_4.42793e+18,NJ,ho6,660.0,True,False,1.0,10.0,2,1,25.0,credit,False,0,57269.0
-9.02911e+18_-8.66287e+18,NJ,ho4,915.75,True,True,1.0,10.0,3,1,22.0,debit,False,1,90555.0
-9.08492e+18_-9.55852e+17,NJ,ho4,915.75,True,False,1.0,4.0,2,0,30.0,debit,False,1,43407.0
-8.96754e+18_-2.92014e+18,NJ,ho4,915.75,True,False,0.0,25.0,4,0,35.0,credit,False,1,91324.0
-8.96911e+18_-3.12758e+18,NJ,ho4,915.75,False,False,1.0,2.0,3,0,24.0,debit,False,1,147357.0
-8.85074e+18_-2.21509e+18,NJ,ho4,915.75,True,False,1.0,10.0,4,0,33.0,debit,False,1,73218.0
-8.84057e+18_6.19634e+18,NJ,ho4,915.75,True,False,1.0,15.0,1,1,33.0,debit,False,1,59277.0
-9.12197e+18_3.33665e+18,NJ,ho4,667.0,True,True,0.0,20.0,4,0,37.0,credit,False,1,98883.0
-8.80391e+18_-7.65575e+18,NJ,ho4,915.75,True,False,1.0,30.0,4,0,34.0,debit,True,1,73848.0
-9.0859e+18_3.82041e+18,NJ,ho4,915.75,True,False,1.0,25.0,4,0,35.0,credit,False,1,90355.0
-9.13026e+18_6.53971e+18,NJ,ho4,875.5,True,False,1.0,3.0,2,2,33.0,debit,False,1,127523.0
-9.02948e+18_-6.19518e+18,NJ,ho4,915.75,True,False,1.0,15.0,2,0,26.0,debit,False,1,56285.0
-8.9478e+18_-1.75988e+17,NJ,ho4,915.75,True,False,0.0,10.0,2,0,29.0,credit,False,1,63222.0
-8.95569e+18_-7.19968e+18,NJ,ho4,915.75,True,False,0.0,1.0,3,0,34.0,credit,False,1,113898.0
-9.21932e+18_2.03605e+17,NJ,ho4,915.75,True,True,1.0,30.0,4,0,33.0,debit,False,1,70929.0
-9.21322e+18_2.01194e+18,NJ,ho4,915.75,True,False,0.0,25.0,4,0,26.0,credit,False,1,106458.0
-9.20476e+18_4.61654e+18,NJ,ho4,875.5,True,False,0.0,3.0,2,0,24.0,credit,False,1,127523.0
-8.99039e+18_1.05647e+18,NJ,ho6,795.0,False,False,0.0,3.0,2,1,35.0,credit,False,0,127523.0
-9.2109e+18_6.54372e+18,NJ,ho4,915.75,False,False,1.0,30.0,5,1,47.0,debit,False,1,80614.0
-8.84499e+18_3.83455e+18,NJ,ho4,915.75,True,False,0.0,10.0,3,0,24.0,debit,False,1,39734.0
-8.95755e+18_-9.01305e+18,NJ,ho4,915.75,True,False,0.0,1.0,3,1,28.0,credit,False,1,113898.0
-8.87047e+18_-8.63051e+18,NJ,ho4,915.75,True,False,0.0,0.0,3,1,30.0,credit,False,1,113898.0
-8.8733e+18_9.10721e+18,NJ,ho4,915.75,True,True,0.0,10.0,4,0,26.0,credit,False,1,61084.0
-8.97078e+18_-5.43994e+18,NJ,ho4,915.75,True,True,0.0,10.0,4,0,37.0,credit,False,1,61084.0
-8.82128e+18_-2.15655e+18,NJ,ho4,915.75,False,False,1.0,30.0,4,0,35.0,credit,False,1,126108.0
-8.85562e+18_-7.13638e+18,NJ,ho4,915.75,False,False,0.0,10.0,4,0,33.0,credit,False,1,89617.0
-9.00879e+18_7.4748e+18,NJ,ho4,915.75,True,True,0.0,2.0,3,0,26.0,credit,False,1,113898.0
-8.94989e+18_-7.66787e+18,NJ,ho4,915.75,False,False,1.0,2.0,3,0,31.0,credit,False,1,45870.0
-9.15692e+18_-4.69725e+18,NJ,ho4,915.75,True,False,1.0,10.0,3,0,24.0,credit,False,1,24353.0
-8.86793e+18_-2.88084e+18,NJ,ho4,915.75,False,False,1.0,30.0,4,1,53.0,debit,False,1,115399.0
-9.20473e+18_-1.90318e+18,NJ,ho4,875.5,True,False,1.0,4.0,2,1,42.0,credit,False,1,127523.0
-9.05369e+18_-3.10392e+18,NJ,ho4,667.0,True,False,1.0,20.0,4,0,35.0,credit,False,1,98883.0
-8.91647e+18_7.2758e+18,NJ,ho4,915.75,True,False,0.0,2.0,3,1,36.0,credit,False,1,147357.0
-9.11826e+18_7.16852e+18,NJ,ho4,915.75,True,False,1.0,10.0,5,0,32.0,debit,False,1,75913.0
-8.99867e+18_-5.67771e+18,NJ,ho4,915.75,False,False,1.0,25.0,5,1,29.0,credit,False,1,135975.0
-9.20571e+18_7.13583e+18,NJ,ho4,915.75,True,False,1.0,2.0,3,0,29.0,credit,False,1,113898.0
-9.19988e+18_2.89248e+18,NJ,ho4,875.5,False,False,0.0,4.0,2,1,26.0,credit,False,1,127523.0
-9.1628e+18_-5.37038e+18,NJ,ho4,915.75,True,True,1.0,2.0,3,1,25.0,credit,False,1,147357.0
-9.128e+18_-2.87079e+18,NJ,ho3,1492.0,True,False,1.0,4.0,5,0,71.0,debit,False,0,63194.0
-8.93976e+18_-5.71404e+18,NJ,ho4,915.75,False,False,0.0,10.0,4,0,46.0,credit,False,1,103505.0
-9.0381e+18_1.83204e+18,NJ,ho4,915.75,True,False,1.0,15.0,4,0,37.0,debit,False,1,54037.0
-9.09483e+18_2.66375e+18,NJ,ho4,915.75,True,False,1.0,2.0,3,1,27.0,credit,False,1,147357.0
-8.85357e+18_-1.54511e+17,NJ,ho4,915.75,True,True,1.0,15.0,3,0,39.0,credit,False,1,76623.0
-9.17482e+18_-3.139e+18,NV,ho4,2990.0,True,False,0.0,-1,2,0,26.0,credit,False,2,39770.0
-9.17774e+18_8.01932e+18,NV,ho4,2990.0,True,False,0.0,-1,2,0,24.0,credit,False,2,67477.0
-9.01439e+18_-7.73541e+18,NV,ho4,2990.0,True,False,0.0,-1,2,0,35.0,credit,False,2,65337.0
-9.20954e+18_4.55971e+18,NV,ho4,2990.0,True,True,1.0,-1,1,0,33.0,debit,False,2,44602.0
-8.99971e+18_7.35687e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,44.0,debit,False,2,67477.0
-8.96733e+18_-6.74182e+18,NV,ho4,2990.0,True,False,0.0,-1,2,0,37.0,debit,False,2,78896.0
-9.18457e+18_-8.25261e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,21.0,credit,False,2,32879.0
-9.03535e+18_5.37803e+18,NV,ho4,2990.0,True,False,0.0,-1,2,0,37.0,debit,False,2,56483.0
-8.8048e+18_-4.67481e+18,NV,ho4,2990.0,True,False,0.0,-1,2,0,24.0,debit,False,2,49122.0
-9.06644e+18_-6.88448e+17,NV,ho4,2990.0,True,False,1.0,-1,2,0,30.0,debit,False,2,60639.0
-9.19346e+18_7.89413e+18,NV,ho4,2990.0,False,False,0.0,-1,2,0,29.0,debit,False,2,30960.0
-9.07951e+18_-8.17891e+18,NV,ho4,2990.0,True,False,1.0,-1,2,2,36.0,debit,False,2,86078.0
-9.03104e+18_1.75373e+18,NV,ho4,2990.0,True,True,1.0,-1,2,0,69.0,debit,False,2,46560.0
-9.02079e+18_8.57284e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,22.0,debit,False,2,33202.0
-9.12651e+18_7.17748e+18,NV,ho4,2990.0,True,True,0.0,-1,2,0,33.0,credit,False,2,68479.0
-9.17643e+18_4.68252e+18,NV,ho4,2990.0,True,True,0.0,-1,2,0,45.0,prepaid,False,2,46560.0
-8.89082e+18_8.34073e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,22.0,debit,False,2,33202.0
-8.94137e+18_-5.90088e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,56.0,debit,False,2,35395.0
-8.99014e+18_5.26455e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,30.0,debit,False,2,39061.0
-9.10919e+18_-1.13462e+17,NV,ho4,2990.0,True,True,0.0,-1,2,0,76.0,credit,False,2,47541.0
-8.96204e+18_1.36087e+18,NV,ho4,2990.0,False,False,1.0,-1,1,0,40.0,credit,False,2,65485.0
-8.85827e+18_3.71414e+18,NV,ho4,2990.0,True,False,0.0,-1,2,0,23.0,credit,False,2,39770.0
-9.20358e+18_9.20115e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,19.0,debit,False,2,49122.0
-8.9567e+18_-2.42204e+18,NV,ho4,2990.0,True,True,1.0,-1,2,0,27.0,debit,False,2,39061.0
-8.88857e+18_7.27787e+18,NV,ho4,2990.0,True,True,1.0,-1,1,0,32.0,prepaid,False,2,24023.0
-9.09765e+18_-3.38251e+18,NV,ho4,2990.0,True,False,1.0,-1,2,2,66.0,credit,False,2,49122.0
-9.18505e+18_-9.08137e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,30.0,debit,False,2,49122.0
-9.06014e+18_1.58878e+18,NV,ho4,2990.0,True,False,1.0,-1,1,0,51.0,debit,False,2,31421.0
-8.97264e+18_-1.25148e+18,NV,ho4,2990.0,True,True,1.0,-1,2,0,24.0,debit,False,2,68769.0
-9.04646e+18_2.79287e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,38.0,debit,False,2,47541.0
-8.90004e+18_5.23084e+17,NV,ho4,2990.0,True,True,1.0,-1,2,0,36.0,credit,False,2,78792.0
-9.0121e+18_-2.06204e+18,NV,ho4,2990.0,False,False,0.0,-1,2,0,59.0,debit,False,2,71924.0
-9.16098e+18_1.28409e+17,NV,ho4,2990.0,False,False,1.0,-1,2,0,64.0,debit,True,2,57348.0
-9.07192e+18_2.38386e+18,NV,ho4,2990.0,False,False,0.0,-1,2,0,44.0,debit,False,4,46560.0
-9.00849e+18_1.16361e+18,NV,ho4,2990.0,True,False,1.0,-1,1,0,31.0,debit,False,2,55840.0
-9.06367e+18_2.74909e+18,NV,ho4,2990.0,True,True,1.0,-1,2,0,29.0,debit,False,2,82881.0
-9.10952e+18_-5.52746e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,38.0,debit,False,2,54051.0
-9.19076e+18_5.71912e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,28.0,debit,False,2,46560.0
-9.15889e+18_1.27876e+18,NV,ho4,2990.0,True,False,1.0,-1,1,0,55.0,debit,False,2,34792.0
-8.95912e+18_3.51006e+18,NV,ho4,2990.0,False,False,0.0,-1,1,0,22.0,debit,False,2,41333.0
-9.07172e+18_4.51681e+18,NV,ho4,2990.0,False,False,0.0,-1,2,0,34.0,prepaid,False,2,35395.0
-8.97452e+18_-4.16101e+18,NV,ho4,2990.0,True,False,0.0,-1,2,0,39.0,credit,False,2,46560.0
-9.19804e+18_9.13687e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,38.0,debit,False,2,39770.0
-9.18523e+18_8.28474e+17,NV,ho4,2990.0,False,False,1.0,-1,2,1,36.0,debit,False,2,60639.0
-9.14168e+18_-1.27709e+18,NV,ho4,2990.0,False,False,1.0,-1,2,0,23.0,debit,False,2,33202.0
-8.89241e+18_-5.74733e+18,NV,ho4,2990.0,False,False,0.0,-1,2,0,37.0,debit,False,2,54216.0
-9.04612e+18_3.79029e+18,NV,ho4,2990.0,True,False,0.0,-1,1,0,49.0,debit,False,2,24023.0
-9.1616e+18_-5.12781e+17,NV,ho4,2990.0,True,True,0.0,-1,1,0,33.0,prepaid,False,2,56424.0
-8.93119e+18_3.42021e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,32.0,credit,False,2,68769.0
-9.00308e+18_5.70009e+18,NV,ho4,2990.0,True,False,0.0,-1,2,0,28.0,prepaid,False,2,30960.0
-9.20182e+18_4.4208e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,62.0,credit,False,2,60639.0
-9.19974e+18_4.60741e+18,NV,ho4,2990.0,False,False,0.0,-1,2,0,25.0,debit,False,2,46560.0
-9.08496e+18_5.07385e+18,NV,ho4,2990.0,True,True,1.0,-1,2,0,35.0,credit,False,2,97240.0
-9.10481e+18_-4.51058e+17,NV,ho4,2990.0,True,False,0.0,-1,2,0,31.0,debit,False,2,82881.0
-9.18523e+18_4.20821e+18,NV,ho4,2990.0,False,False,1.0,-1,2,0,36.0,debit,False,2,60639.0
-9.01827e+18_-8.29997e+18,NV,ho4,2990.0,True,True,1.0,-1,2,0,45.0,credit,False,2,65337.0
-8.95536e+18_-5.85105e+18,NV,ho4,2990.0,False,False,0.0,-1,2,0,34.0,debit,False,2,35395.0
-9.19667e+18_-8.31836e+18,NV,ho4,2990.0,True,True,0.0,-1,2,0,22.0,debit,False,2,46875.0
-9.08558e+18_4.47162e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,22.0,debit,False,2,39061.0
-8.93656e+18_3.64158e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,33.0,debit,False,2,68479.0
-8.91771e+18_-1.48789e+18,NV,ho4,2990.0,True,True,1.0,-1,2,1,31.0,debit,False,2,79026.0
-9.10077e+18_-5.12256e+18,NV,ho4,2990.0,True,True,1.0,-1,3,0,47.0,credit,False,2,75833.0
-8.81305e+18_1.37884e+18,NV,ho4,2990.0,False,False,0.0,-1,2,0,33.0,credit,False,2,39770.0
-8.85636e+18_3.89412e+18,NV,ho4,2990.0,True,False,1.0,-1,2,1,40.0,debit,False,2,60639.0
-9.07954e+18_-5.23444e+18,NV,ho4,2990.0,False,True,1.0,-1,1,0,24.0,debit,False,2,80814.0
-9.12317e+18_1.94586e+18,NV,ho4,2990.0,True,True,0.0,-1,2,0,39.0,credit,False,2,39173.0
-8.98321e+18_3.45008e+18,NV,ho4,2990.0,True,False,1.0,-1,1,0,44.0,credit,False,2,80814.0
-8.82727e+18_5.88906e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,27.0,debit,False,2,67477.0
-9.14265e+18_-1.67254e+18,NV,ho4,2990.0,True,False,1.0,-1,1,0,35.0,credit,True,2,84051.0
-9.07573e+18_-7.1982e+18,NV,ho4,2990.0,True,True,1.0,-1,2,0,44.0,debit,False,2,79026.0
-9.19228e+18_9.34547e+17,NV,ho4,2990.0,True,False,0.0,-1,2,0,32.0,debit,False,2,49122.0
-8.88965e+18_2.09237e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,23.0,debit,False,2,91019.0
-9.03149e+18_8.88205e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,20.0,debit,True,2,73375.0
-9.20954e+18_2.55825e+18,NV,ho4,2990.0,True,True,1.0,-1,1,1,34.0,debit,False,2,44602.0
-8.9567e+18_-6.51916e+18,NV,ho4,2990.0,True,True,1.0,-1,2,1,28.0,debit,False,2,39061.0
-9.19346e+18_-3.56145e+18,NV,ho4,2990.0,False,False,0.0,-1,2,1,30.0,debit,False,2,30960.0
-9.06367e+18_-2.46038e+18,NV,ho4,2990.0,True,True,1.0,-1,2,1,30.0,debit,False,2,82881.0
-9.06107e+18_-4.6645e+18,NV,ho4,2990.0,False,False,1.0,-1,2,0,32.0,debit,False,2,68479.0
-9.11771e+18_-5.18547e+18,NV,ho4,2990.0,True,True,0.0,-1,2,0,35.0,debit,False,2,60639.0
-9.13584e+18_9.22163e+18,NV,ho4,2990.0,True,False,0.0,-1,2,1,46.0,debit,False,2,46560.0
-8.8059e+18_-5.30302e+18,NV,ho4,2990.0,True,False,1.0,-1,1,0,26.0,debit,False,2,44947.0
-9.09242e+18_2.66441e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,48.0,credit,False,2,49122.0
-8.97299e+18_4.33717e+18,NV,ho4,2990.0,True,False,1.0,-1,1,0,23.0,debit,False,2,68538.0
-9.1048e+18_-2.66469e+18,NV,ho4,2990.0,True,False,1.0,-1,2,0,38.0,debit,False,2,72973.0
-9.11473e+18_-6.35818e+18,NV,ho4,2990.0,False,False,1.0,-1,2,0,42.0,credit,False,2,33681.0
-8.89392e+18_9.80341e+17,NV,ho4,2990.0,True,False,0.0,-1,2,0,29.0,credit,False,2,68479.0
-9.2039e+18_7.00032e+18,NV,ho4,2990.0,False,False,0.0,-1,1,2,29.0,prepaid,False,2,33681.0
